Rab_Gene	Hum_Gene
ENSOCUG00000013220	ENSG00000105185
ENSOCUG00000013221	ENSG00000135766
ENSOCUG00000013221	ENSG00000287856
ENSOCUG00000013226	ENSG00000136573
ENSOCUG00000013227	ENSG00000185002
ENSOCUG00000013228	ENSG00000158941
ENSOCUG00000013229	ENSG00000133030
ENSOCUG00000013232	ENSG00000187498
ENSOCUG00000013236	ENSG00000204815
ENSOCUG00000013238	ENSG00000102034
ENSOCUG00000013239	ENSG00000196504
ENSOCUG00000013242	ENSG00000182199
ENSOCUG00000013245	ENSG00000147439
ENSOCUG00000013249	ENSG00000023572
ENSOCUG00000013255	ENSG00000168259
ENSOCUG00000013256	ENSG00000041357
ENSOCUG00000013258	ENSG00000179912
ENSOCUG00000013258	ENSG00000258830
ENSOCUG00000013259	ENSG00000140545
ENSOCUG00000013263	ENSG00000163946
ENSOCUG00000013264	ENSG00000106688
ENSOCUG00000013267	ENSG00000168256
ENSOCUG00000013273	ENSG00000166961
ENSOCUG00000013276	ENSG00000134871
ENSOCUG00000013277	ENSG00000060339
ENSOCUG00000013278	ENSG00000108771
ENSOCUG00000013280	ENSG00000163947
ENSOCUG00000013281	ENSG00000198879
ENSOCUG00000013282	ENSG00000173327
ENSOCUG00000013287	ENSG00000118276
ENSOCUG00000013288	ENSG00000138823
ENSOCUG00000013292	ENSG00000173267
ENSOCUG00000013294	ENSG00000163312
ENSOCUG00000013296	ENSG00000130222
ENSOCUG00000013300	ENSG00000153339
ENSOCUG00000013302	ENSG00000198730
ENSOCUG00000013306	ENSG00000189079
ENSOCUG00000013308	ENSG00000173451
ENSOCUG00000013309	ENSG00000072657
ENSOCUG00000013310	ENSG00000145020
ENSOCUG00000013310	ENSG00000283189
ENSOCUG00000013313	ENSG00000104154
ENSOCUG00000013315	ENSG00000125931
ENSOCUG00000013318	ENSG00000083312
ENSOCUG00000013319	ENSG00000145022
ENSOCUG00000013321	ENSG00000164520
ENSOCUG00000013321	ENSG00000285991
ENSOCUG00000013323	ENSG00000067560
ENSOCUG00000013324	ENSG00000161610
ENSOCUG00000013326	ENSG00000110321
ENSOCUG00000013328	ENSG00000196313
ENSOCUG00000013328	ENSG00000272391
ENSOCUG00000013330	ENSG00000138709
ENSOCUG00000013332	ENSG00000134686
ENSOCUG00000013345	ENSG00000094916
ENSOCUG00000013350	ENSG00000135486
ENSOCUG00000013358	ENSG00000057663
ENSOCUG00000013360	ENSG00000113761
ENSOCUG00000013361	ENSG00000159496
ENSOCUG00000013363	ENSG00000167323
ENSOCUG00000013364	ENSG00000111481
ENSOCUG00000013366	ENSG00000112297
ENSOCUG00000013367	ENSG00000060718
ENSOCUG00000013369	ENSG00000161638
ENSOCUG00000013372	ENSG00000167325
ENSOCUG00000013373	ENSG00000001460
ENSOCUG00000013378	ENSG00000111845
ENSOCUG00000013379	ENSG00000125247
ENSOCUG00000013380	ENSG00000168615
ENSOCUG00000013383	ENSG00000130347
ENSOCUG00000013388	ENSG00000083290
ENSOCUG00000013389	ENSG00000083782
ENSOCUG00000013390	ENSG00000166902
ENSOCUG00000013391	ENSG00000080189
ENSOCUG00000013394	ENSG00000139330
ENSOCUG00000013396	ENSG00000078401
ENSOCUG00000013402	ENSG00000108599
ENSOCUG00000013403	ENSG00000126790
ENSOCUG00000013405	ENSG00000272325
ENSOCUG00000013406	ENSG00000111981
ENSOCUG00000013406	ENSG00000131015
ENSOCUG00000013406	ENSG00000155918
ENSOCUG00000013406	ENSG00000203722
ENSOCUG00000013407	ENSG00000170412
ENSOCUG00000013415	ENSG00000151702
ENSOCUG00000013422	ENSG00000151704
ENSOCUG00000013425	ENSG00000051620
ENSOCUG00000013427	ENSG00000167261
ENSOCUG00000013428	ENSG00000126246
ENSOCUG00000013431	ENSG00000183560
ENSOCUG00000013432	ENSG00000154764
ENSOCUG00000013433	ENSG00000084112
ENSOCUG00000013434	ENSG00000161265
ENSOCUG00000013435	ENSG00000205302
ENSOCUG00000013436	ENSG00000188158
ENSOCUG00000013438	ENSG00000112624
ENSOCUG00000013445	ENSG00000188223
ENSOCUG00000013445	ENSG00000205155
ENSOCUG00000013449	ENSG00000168214
ENSOCUG00000013450	ENSG00000133392
ENSOCUG00000013451	ENSG00000171136
ENSOCUG00000013454	ENSG00000138738
ENSOCUG00000013457	ENSG00000163394
ENSOCUG00000013461	ENSG00000165475
ENSOCUG00000013465	ENSG00000109680
ENSOCUG00000013466	ENSG00000144283
ENSOCUG00000013468	ENSG00000088930
ENSOCUG00000013470	ENSG00000102471
ENSOCUG00000013471	ENSG00000101670
ENSOCUG00000013476	ENSG00000081760
ENSOCUG00000013478	ENSG00000166033
ENSOCUG00000013482	ENSG00000170891
ENSOCUG00000013484	ENSG00000063046
ENSOCUG00000013485	ENSG00000180509
ENSOCUG00000013485	ENSG00000276289
ENSOCUG00000013488	ENSG00000187908
ENSOCUG00000013489	ENSG00000133134
ENSOCUG00000013489	ENSG00000133169
ENSOCUG00000013491	ENSG00000119421
ENSOCUG00000013493	ENSG00000139514
ENSOCUG00000013495	ENSG00000101337
ENSOCUG00000013497	ENSG00000168038
ENSOCUG00000013503	ENSG00000135063
ENSOCUG00000013505	ENSG00000111605
ENSOCUG00000013508	ENSG00000056736
ENSOCUG00000013509	ENSG00000136603
ENSOCUG00000013512	ENSG00000158864
ENSOCUG00000013514	ENSG00000008394
ENSOCUG00000013515	ENSG00000107282
ENSOCUG00000013516	ENSG00000119801
ENSOCUG00000013517	ENSG00000123338
ENSOCUG00000013520	ENSG00000185551
ENSOCUG00000013526	ENSG00000158882
ENSOCUG00000013531	ENSG00000066923
ENSOCUG00000013532	ENSG00000169427
ENSOCUG00000013533	ENSG00000211899
ENSOCUG00000013536	ENSG00000140538
ENSOCUG00000013537	ENSG00000143257
ENSOCUG00000013541	ENSG00000140522
ENSOCUG00000013542	ENSG00000135900
ENSOCUG00000013543	ENSG00000111727
ENSOCUG00000013544	ENSG00000105929
ENSOCUG00000013547	ENSG00000065154
ENSOCUG00000013549	ENSG00000178053
ENSOCUG00000013550	ENSG00000176542
ENSOCUG00000013551	ENSG00000117091
ENSOCUG00000013553	ENSG00000163749
ENSOCUG00000013555	ENSG00000135447
ENSOCUG00000013557	ENSG00000060237
ENSOCUG00000013561	ENSG00000168827
ENSOCUG00000013563	ENSG00000115504
ENSOCUG00000013564	ENSG00000158022
ENSOCUG00000013567	ENSG00000030582
ENSOCUG00000013569	ENSG00000150628
ENSOCUG00000013580	ENSG00000073146
ENSOCUG00000013582	ENSG00000143437
ENSOCUG00000013583	ENSG00000059758
ENSOCUG00000013584	ENSG00000002016
ENSOCUG00000013585	ENSG00000122223
ENSOCUG00000013587	ENSG00000110324
ENSOCUG00000013592	ENSG00000111832
ENSOCUG00000013593	ENSG00000101425
ENSOCUG00000013594	ENSG00000117751
ENSOCUG00000013595	ENSG00000126216
ENSOCUG00000013596	ENSG00000033867
ENSOCUG00000013599	ENSG00000100239
ENSOCUG00000013600	ENSG00000141002
ENSOCUG00000013603	ENSG00000158578
ENSOCUG00000013606	ENSG00000176049
ENSOCUG00000013608	ENSG00000161980
ENSOCUG00000013609	ENSG00000129988
ENSOCUG00000013610	ENSG00000115239
ENSOCUG00000013614	ENSG00000161981
ENSOCUG00000013618	ENSG00000164776
ENSOCUG00000013622	ENSG00000149948
ENSOCUG00000013622	ENSG00000177324
ENSOCUG00000013623	ENSG00000263761
ENSOCUG00000013625	ENSG00000164099
ENSOCUG00000013627	ENSG00000164405
ENSOCUG00000013629	ENSG00000139219
ENSOCUG00000013633	ENSG00000136848
ENSOCUG00000013635	ENSG00000072364
ENSOCUG00000013639	ENSG00000117114
ENSOCUG00000013643	ENSG00000107438
ENSOCUG00000013644	ENSG00000116745
ENSOCUG00000013645	ENSG00000162337
ENSOCUG00000013648	ENSG00000165449
ENSOCUG00000013650	ENSG00000132881
ENSOCUG00000013651	ENSG00000180035
ENSOCUG00000013653	ENSG00000057757
ENSOCUG00000013654	ENSG00000119396
ENSOCUG00000013657	ENSG00000130758
ENSOCUG00000013662	ENSG00000117054
ENSOCUG00000013669	ENSG00000151503
ENSOCUG00000013674	ENSG00000117308
ENSOCUG00000013675	ENSG00000127951
ENSOCUG00000013676	ENSG00000148180
ENSOCUG00000013680	ENSG00000112511
ENSOCUG00000013686	ENSG00000111186
ENSOCUG00000013687	ENSG00000131724
ENSOCUG00000013688	ENSG00000123610
ENSOCUG00000013689	ENSG00000104341
ENSOCUG00000013692	ENSG00000100030
ENSOCUG00000013695	ENSG00000116514
ENSOCUG00000013696	ENSG00000122870
ENSOCUG00000013699	ENSG00000151502
ENSOCUG00000013700	ENSG00000174080
ENSOCUG00000013703	ENSG00000145990
ENSOCUG00000013715	ENSG00000172244
ENSOCUG00000013716	ENSG00000102882
ENSOCUG00000013720	ENSG00000125246
ENSOCUG00000013725	ENSG00000108950
ENSOCUG00000013726	ENSG00000090776
ENSOCUG00000013731	ENSG00000159216
ENSOCUG00000013733	ENSG00000145390
ENSOCUG00000013736	ENSG00000143033
ENSOCUG00000013737	ENSG00000119707
ENSOCUG00000013739	ENSG00000115226
ENSOCUG00000013740	ENSG00000169299
ENSOCUG00000013741	ENSG00000169903
ENSOCUG00000013747	ENSG00000184344
ENSOCUG00000013748	ENSG00000084734
ENSOCUG00000013750	ENSG00000018408
ENSOCUG00000013752	ENSG00000177426
ENSOCUG00000013757	ENSG00000007216
ENSOCUG00000013759	ENSG00000033030
ENSOCUG00000013760	ENSG00000107954
ENSOCUG00000013761	ENSG00000141441
ENSOCUG00000013763	ENSG00000170579
ENSOCUG00000013769	ENSG00000107957
ENSOCUG00000013771	ENSG00000109103
ENSOCUG00000013773	ENSG00000112308
ENSOCUG00000013777	ENSG00000196547
ENSOCUG00000013781	ENSG00000111011
ENSOCUG00000013782	ENSG00000044446
ENSOCUG00000013785	ENSG00000171132
ENSOCUG00000013786	ENSG00000112304
ENSOCUG00000013787	ENSG00000197444
ENSOCUG00000013789	ENSG00000000460
ENSOCUG00000013793	ENSG00000087111
ENSOCUG00000013795	ENSG00000186480
ENSOCUG00000013799	ENSG00000137831
ENSOCUG00000013801	ENSG00000171241
ENSOCUG00000013802	ENSG00000109107
ENSOCUG00000013803	ENSG00000005486
ENSOCUG00000013805	ENSG00000152795
ENSOCUG00000013811	ENSG00000000457
ENSOCUG00000013812	ENSG00000145293
ENSOCUG00000013815	ENSG00000092421
ENSOCUG00000013824	ENSG00000075945
ENSOCUG00000013828	ENSG00000119574
ENSOCUG00000013836	ENSG00000120437
ENSOCUG00000013839	ENSG00000007202
ENSOCUG00000013841	ENSG00000136925
ENSOCUG00000013843	ENSG00000040341
ENSOCUG00000013848	ENSG00000088970
ENSOCUG00000013851	ENSG00000111961
ENSOCUG00000013852	ENSG00000186231
ENSOCUG00000013854	ENSG00000111860
ENSOCUG00000013857	ENSG00000187109
ENSOCUG00000013858	ENSG00000112110
ENSOCUG00000013864	ENSG00000087494
ENSOCUG00000013865	ENSG00000198523
ENSOCUG00000013866	ENSG00000198843
ENSOCUG00000013868	ENSG00000146263
ENSOCUG00000013871	ENSG00000155850
ENSOCUG00000013873	ENSG00000155966
ENSOCUG00000013881	ENSG00000136936
ENSOCUG00000013882	ENSG00000115827
ENSOCUG00000013884	ENSG00000023734
ENSOCUG00000013891	ENSG00000090382
ENSOCUG00000013894	ENSG00000023697
ENSOCUG00000013895	ENSG00000111540
ENSOCUG00000013898	ENSG00000164326
ENSOCUG00000013901	ENSG00000154059
ENSOCUG00000013908	ENSG00000172977
ENSOCUG00000013911	ENSG00000127993
ENSOCUG00000013912	ENSG00000120008
ENSOCUG00000013915	ENSG00000125691
ENSOCUG00000013916	ENSG00000166501
ENSOCUG00000013917	ENSG00000188596
ENSOCUG00000013918	ENSG00000103549
ENSOCUG00000013919	ENSG00000139132
ENSOCUG00000013920	ENSG00000167767
ENSOCUG00000013922	ENSG00000197170
ENSOCUG00000013926	ENSG00000063127
ENSOCUG00000013931	ENSG00000104660
ENSOCUG00000013932	ENSG00000151148
ENSOCUG00000013933	ENSG00000254167
ENSOCUG00000013941	ENSG00000126001
ENSOCUG00000013942	ENSG00000128713
ENSOCUG00000013948	ENSG00000137727
ENSOCUG00000013950	ENSG00000121621
ENSOCUG00000013952	ENSG00000151116
ENSOCUG00000013953	ENSG00000136643
ENSOCUG00000013954	ENSG00000064989
ENSOCUG00000013956	ENSG00000158488
ENSOCUG00000013957	ENSG00000119862
ENSOCUG00000013958	ENSG00000139428
ENSOCUG00000013960	ENSG00000132837
ENSOCUG00000013965	ENSG00000162687
ENSOCUG00000013969	ENSG00000197299
ENSOCUG00000013971	ENSG00000138356
ENSOCUG00000013978	ENSG00000115896
ENSOCUG00000013982	ENSG00000035687
ENSOCUG00000013984	ENSG00000188992
ENSOCUG00000013990	ENSG00000129351
ENSOCUG00000013991	ENSG00000118507
ENSOCUG00000013992	ENSG00000099282
ENSOCUG00000013994	ENSG00000159337
ENSOCUG00000013996	ENSG00000116977
ENSOCUG00000013998	ENSG00000144659
ENSOCUG00000014001	ENSG00000166265
ENSOCUG00000014011	ENSG00000155974
ENSOCUG00000014012	ENSG00000166535
ENSOCUG00000014013	ENSG00000173473
ENSOCUG00000014015	ENSG00000102996
ENSOCUG00000014016	ENSG00000120696
ENSOCUG00000014021	ENSG00000124568
ENSOCUG00000014023	ENSG00000164649
ENSOCUG00000014029	ENSG00000185917
ENSOCUG00000014030	ENSG00000064726
ENSOCUG00000014034	ENSG00000179021
ENSOCUG00000014035	ENSG00000131171
ENSOCUG00000014040	ENSG00000149218
ENSOCUG00000014041	ENSG00000109016
ENSOCUG00000014043	ENSG00000205981
ENSOCUG00000014044	ENSG00000124596
ENSOCUG00000014048	ENSG00000125868
ENSOCUG00000014052	ENSG00000185565
ENSOCUG00000014056	ENSG00000147459
ENSOCUG00000014062	ENSG00000075336
ENSOCUG00000014063	ENSG00000204219
ENSOCUG00000014070	ENSG00000143067
ENSOCUG00000014074	ENSG00000151914
ENSOCUG00000014076	ENSG00000136267
ENSOCUG00000014081	ENSG00000182858
ENSOCUG00000014086	ENSG00000080298
ENSOCUG00000014088	ENSG00000139163
ENSOCUG00000014089	ENSG00000075651
ENSOCUG00000014097	ENSG00000171495
ENSOCUG00000014102	ENSG00000165757
ENSOCUG00000014103	ENSG00000178307
ENSOCUG00000014106	ENSG00000079950
ENSOCUG00000014109	ENSG00000184661
ENSOCUG00000014111	ENSG00000157538
ENSOCUG00000014117	ENSG00000165868
ENSOCUG00000014119	ENSG00000128652
ENSOCUG00000014121	ENSG00000135454
ENSOCUG00000014125	ENSG00000154330
ENSOCUG00000014127	ENSG00000028137
ENSOCUG00000014132	ENSG00000164144
ENSOCUG00000014134	ENSG00000149929
ENSOCUG00000014141	ENSG00000204599
ENSOCUG00000014142	ENSG00000181778
ENSOCUG00000014143	ENSG00000165359
ENSOCUG00000014151	ENSG00000101161
ENSOCUG00000014159	ENSG00000119537
ENSOCUG00000014160	ENSG00000165240
ENSOCUG00000014162	ENSG00000130656
ENSOCUG00000014171	ENSG00000075975
ENSOCUG00000014174	ENSG00000186918
ENSOCUG00000014175	ENSG00000132155
ENSOCUG00000014176	ENSG00000130734
ENSOCUG00000014181	ENSG00000129347
ENSOCUG00000014182	ENSG00000168530
ENSOCUG00000014183	ENSG00000188816
ENSOCUG00000014184	ENSG00000155393
ENSOCUG00000014185	ENSG00000109689
ENSOCUG00000014187	ENSG00000169330
ENSOCUG00000014188	ENSG00000204174
ENSOCUG00000014188	ENSG00000264717
ENSOCUG00000014189	ENSG00000264230
ENSOCUG00000014189	ENSG00000265190
ENSOCUG00000014197	ENSG00000038945
ENSOCUG00000014198	ENSG00000121691
ENSOCUG00000014199	ENSG00000105875
ENSOCUG00000014207	ENSG00000135374
ENSOCUG00000014211	ENSG00000168807
ENSOCUG00000014215	ENSG00000166391
ENSOCUG00000014218	ENSG00000075461
ENSOCUG00000014221	ENSG00000156860
ENSOCUG00000014223	ENSG00000198382
ENSOCUG00000014225	ENSG00000137491
ENSOCUG00000014227	ENSG00000100012
ENSOCUG00000014228	ENSG00000123575
ENSOCUG00000014231	ENSG00000261594
ENSOCUG00000014232	ENSG00000113282
ENSOCUG00000014233	ENSG00000110880
ENSOCUG00000014235	ENSG00000182870
ENSOCUG00000014236	ENSG00000132182
ENSOCUG00000014239	ENSG00000152078
ENSOCUG00000014241	ENSG00000122481
ENSOCUG00000014245	ENSG00000176845
ENSOCUG00000014247	ENSG00000137996
ENSOCUG00000014248	ENSG00000100243
ENSOCUG00000014250	ENSG00000211829
ENSOCUG00000014251	ENSG00000148225
ENSOCUG00000014252	ENSG00000162889
ENSOCUG00000014253	ENSG00000168070
ENSOCUG00000014254	ENSG00000165698
ENSOCUG00000014255	ENSG00000140279
ENSOCUG00000014261	ENSG00000083544
ENSOCUG00000014262	ENSG00000165699
ENSOCUG00000014264	ENSG00000166261
ENSOCUG00000014265	ENSG00000136634
ENSOCUG00000014267	ENSG00000137710
ENSOCUG00000014268	ENSG00000126778
ENSOCUG00000014269	ENSG00000129562
ENSOCUG00000014271	ENSG00000138796
ENSOCUG00000014274	ENSG00000020426
ENSOCUG00000014275	ENSG00000101448
ENSOCUG00000014275	ENSG00000249139
ENSOCUG00000014277	ENSG00000100439
ENSOCUG00000014281	ENSG00000126814
ENSOCUG00000014283	ENSG00000145919
ENSOCUG00000014283	ENSG00000228075
ENSOCUG00000014284	ENSG00000075568
ENSOCUG00000014290	ENSG00000140274
ENSOCUG00000014298	ENSG00000140254
ENSOCUG00000014299	ENSG00000134900
ENSOCUG00000014301	ENSG00000196510
ENSOCUG00000014304	ENSG00000140577
ENSOCUG00000014307	ENSG00000137857
ENSOCUG00000014315	ENSG00000232119
ENSOCUG00000014317	ENSG00000162896
ENSOCUG00000014319	ENSG00000117461
ENSOCUG00000014321	ENSG00000198807
ENSOCUG00000014322	ENSG00000146701
ENSOCUG00000014323	ENSG00000145780
ENSOCUG00000014332	ENSG00000138606
ENSOCUG00000014333	ENSG00000183032
ENSOCUG00000014334	ENSG00000077943
ENSOCUG00000014335	ENSG00000184108
ENSOCUG00000014338	ENSG00000154265
ENSOCUG00000014339	ENSG00000149600
ENSOCUG00000014340	ENSG00000137860
ENSOCUG00000014342	ENSG00000158352
ENSOCUG00000014344	ENSG00000150054
ENSOCUG00000014346	ENSG00000182795
ENSOCUG00000014349	ENSG00000180667
ENSOCUG00000014350	ENSG00000140873
ENSOCUG00000014352	ENSG00000171766
ENSOCUG00000014355	ENSG00000123836
ENSOCUG00000014356	ENSG00000112242
ENSOCUG00000014357	ENSG00000135778
ENSOCUG00000014358	ENSG00000163273
ENSOCUG00000014361	ENSG00000169551
ENSOCUG00000014362	ENSG00000005844
ENSOCUG00000014364	ENSG00000221968
ENSOCUG00000014366	ENSG00000148154
ENSOCUG00000014367	ENSG00000118515
ENSOCUG00000014373	ENSG00000123838
ENSOCUG00000014375	ENSG00000165186
ENSOCUG00000014380	ENSG00000154262
ENSOCUG00000014385	ENSG00000104324
ENSOCUG00000014388	ENSG00000078487
ENSOCUG00000014389	ENSG00000151006
ENSOCUG00000014390	ENSG00000213782
ENSOCUG00000014391	ENSG00000182827
ENSOCUG00000014396	ENSG00000074657
ENSOCUG00000014405	ENSG00000108064
ENSOCUG00000014407	ENSG00000163002
ENSOCUG00000014408	ENSG00000108021
ENSOCUG00000014409	ENSG00000149548
ENSOCUG00000014411	ENSG00000128563
ENSOCUG00000014412	ENSG00000068912
ENSOCUG00000014414	ENSG00000120729
ENSOCUG00000014415	ENSG00000167978
ENSOCUG00000014419	ENSG00000078795
ENSOCUG00000014420	ENSG00000143119
ENSOCUG00000014421	ENSG00000158887
ENSOCUG00000014423	ENSG00000185811
ENSOCUG00000014424	ENSG00000010704
ENSOCUG00000014428	ENSG00000156006
ENSOCUG00000014428	ENSG00000171428
ENSOCUG00000014429	ENSG00000125954
ENSOCUG00000014429	ENSG00000257365
ENSOCUG00000014431	ENSG00000031003
ENSOCUG00000014446	ENSG00000186329
ENSOCUG00000014452	ENSG00000197632
ENSOCUG00000014454	ENSG00000151883
ENSOCUG00000014460	ENSG00000114631
ENSOCUG00000014461	ENSG00000111684
ENSOCUG00000014464	ENSG00000148935
ENSOCUG00000014466	ENSG00000167800
ENSOCUG00000014466	ENSG00000184058
ENSOCUG00000014469	ENSG00000153187
ENSOCUG00000014471	ENSG00000049759
ENSOCUG00000014477	ENSG00000158711
ENSOCUG00000014479	ENSG00000122218
ENSOCUG00000014480	ENSG00000159403
ENSOCUG00000014482	ENSG00000120594
ENSOCUG00000014485	ENSG00000173898
ENSOCUG00000014487	ENSG00000177947
ENSOCUG00000014489	ENSG00000155957
ENSOCUG00000014493	ENSG00000177963
ENSOCUG00000014498	ENSG00000152779
ENSOCUG00000014499	ENSG00000139182
ENSOCUG00000014500	ENSG00000153207
ENSOCUG00000014501	ENSG00000125875
ENSOCUG00000014502	ENSG00000185231
ENSOCUG00000014503	ENSG00000162736
ENSOCUG00000014506	ENSG00000103343
ENSOCUG00000014510	ENSG00000181704
ENSOCUG00000014512	ENSG00000092978
ENSOCUG00000014513	ENSG00000104998
ENSOCUG00000014515	ENSG00000105971
ENSOCUG00000014516	ENSG00000166510
ENSOCUG00000014518	ENSG00000175931
ENSOCUG00000014520	ENSG00000105974
ENSOCUG00000014523	ENSG00000162814
ENSOCUG00000014529	ENSG00000102699
ENSOCUG00000014534	ENSG00000129673
ENSOCUG00000014535	ENSG00000133731
ENSOCUG00000014539	ENSG00000178202
ENSOCUG00000014545	ENSG00000080815
ENSOCUG00000014549	ENSG00000077458
ENSOCUG00000014552	ENSG00000143155
ENSOCUG00000014554	ENSG00000171130
ENSOCUG00000014557	ENSG00000166037
ENSOCUG00000014558	ENSG00000205678
ENSOCUG00000014560	ENSG00000130150
ENSOCUG00000014563	ENSG00000163558
ENSOCUG00000014567	ENSG00000136250
ENSOCUG00000014568	ENSG00000087053
ENSOCUG00000014571	ENSG00000144681
ENSOCUG00000014572	ENSG00000164816
ENSOCUG00000014572	ENSG00000164821
ENSOCUG00000014572	ENSG00000164822
ENSOCUG00000014572	ENSG00000206047
ENSOCUG00000014572	ENSG00000239839
ENSOCUG00000014572	ENSG00000240247
ENSOCUG00000014576	ENSG00000135945
ENSOCUG00000014580	ENSG00000109445
ENSOCUG00000014585	ENSG00000104219
ENSOCUG00000014588	ENSG00000060688
ENSOCUG00000014596	ENSG00000134013
ENSOCUG00000014600	ENSG00000111737
ENSOCUG00000014601	ENSG00000085063
ENSOCUG00000014601	ENSG00000284969
ENSOCUG00000014603	ENSG00000004478
ENSOCUG00000014604	ENSG00000087128
ENSOCUG00000014606	ENSG00000110429
ENSOCUG00000014608	ENSG00000121769
ENSOCUG00000014610	ENSG00000125257
ENSOCUG00000014612	ENSG00000111203
ENSOCUG00000014615	ENSG00000116062
ENSOCUG00000014621	ENSG00000102081
ENSOCUG00000014625	ENSG00000173706
ENSOCUG00000014627	ENSG00000187068
ENSOCUG00000014628	ENSG00000160633
ENSOCUG00000014631	ENSG00000138081
ENSOCUG00000014633	ENSG00000165495
ENSOCUG00000014641	ENSG00000138768
ENSOCUG00000014646	ENSG00000149557
ENSOCUG00000014647	ENSG00000135655
ENSOCUG00000014649	ENSG00000173275
ENSOCUG00000014653	ENSG00000133739
ENSOCUG00000014657	ENSG00000115380
ENSOCUG00000014659	ENSG00000105926
ENSOCUG00000014660	ENSG00000149970
ENSOCUG00000014661	ENSG00000138744
ENSOCUG00000014664	ENSG00000139151
ENSOCUG00000014665	ENSG00000169891
ENSOCUG00000014667	ENSG00000091140
ENSOCUG00000014668	ENSG00000109819
ENSOCUG00000014670	ENSG00000149547
ENSOCUG00000014674	ENSG00000052841
ENSOCUG00000014676	ENSG00000091136
ENSOCUG00000014679	ENSG00000102531
ENSOCUG00000014681	ENSG00000087302
ENSOCUG00000014685	ENSG00000174989
ENSOCUG00000014693	ENSG00000082175
ENSOCUG00000014697	ENSG00000154640
ENSOCUG00000014699	ENSG00000231500
ENSOCUG00000014702	ENSG00000145194
ENSOCUG00000014702	ENSG00000284917
ENSOCUG00000014703	ENSG00000134910
ENSOCUG00000014704	ENSG00000101126
ENSOCUG00000014705	ENSG00000115488
ENSOCUG00000014706	ENSG00000135108
ENSOCUG00000014708	ENSG00000000419
ENSOCUG00000014711	ENSG00000077549
ENSOCUG00000014719	ENSG00000142657
ENSOCUG00000014720	ENSG00000144214
ENSOCUG00000014722	ENSG00000101266
ENSOCUG00000014722	ENSG00000254598
ENSOCUG00000014723	ENSG00000126775
ENSOCUG00000014724	ENSG00000153551
ENSOCUG00000014727	ENSG00000077080
ENSOCUG00000014729	ENSG00000108094
ENSOCUG00000014731	ENSG00000002726
ENSOCUG00000014743	ENSG00000102543
ENSOCUG00000014744	ENSG00000002745
ENSOCUG00000014748	ENSG00000131828
ENSOCUG00000014750	ENSG00000121274
ENSOCUG00000014753	ENSG00000150433
ENSOCUG00000014755	ENSG00000103769
ENSOCUG00000014760	ENSG00000157890
ENSOCUG00000014762	ENSG00000103187
ENSOCUG00000014763	ENSG00000147113
ENSOCUG00000014766	ENSG00000184465
ENSOCUG00000014766	ENSG00000285733
ENSOCUG00000014767	ENSG00000076641
ENSOCUG00000014768	ENSG00000091129
ENSOCUG00000014771	ENSG00000198933
ENSOCUG00000014773	ENSG00000120694
ENSOCUG00000014775	ENSG00000140455
ENSOCUG00000014777	ENSG00000117115
ENSOCUG00000014778	ENSG00000123562
ENSOCUG00000014779	ENSG00000153832
ENSOCUG00000014780	ENSG00000122550
ENSOCUG00000014783	ENSG00000073969
ENSOCUG00000014786	ENSG00000114933
ENSOCUG00000014789	ENSG00000196704
ENSOCUG00000014790	ENSG00000115866
ENSOCUG00000014791	ENSG00000197361
ENSOCUG00000014794	ENSG00000074370
ENSOCUG00000014795	ENSG00000140443
ENSOCUG00000014798	ENSG00000187676
