A1BG	ENSG00000121410	ENST00000263100
HEXA	ENSG00000213614	ENST00000683681
HEXA	ENSG00000213614	ENST00000682657
HEXA	ENSG00000213614	ENST00000684263
HEXA	ENSG00000213614	ENST00000684305
HEXA	ENSG00000213614	ENST00000683463
HEXA	ENSG00000213614	ENST00000684041
HEXA	ENSG00000213614	ENST00000569410
HEXA	ENSG00000213614	ENST00000683133
HEXA	ENSG00000213614	ENST00000684415
HEXB	ENSG00000049860	ENST00000511181
HEXB	ENSG00000049860	ENST00000513336
HEXB	ENSG00000049860	ENST00000509579
HEXB	ENSG00000049860	ENST00000261416
HEXB	ENSG00000049860	ENST00000505859
HEXB	ENSG00000049860	ENST00000503312
HEXD	ENSG00000169660	ENST00000578616
HEXD	ENSG00000169660	ENST00000583354
HEXD	ENSG00000169660	ENST00000582315
HEXD	ENSG00000169660	ENST00000578775
HEXD	ENSG00000169660	ENST00000578632
HEXD	ENSG00000169660	ENST00000327949
HEXD	ENSG00000169660	ENST00000577944
HEXD	ENSG00000169660	ENST00000581482
HEXD	ENSG00000169660	ENST00000578130
HEXD	ENSG00000169660	ENST00000582429
HEXIM1	ENSG00000186834	ENST00000332499
HEXIM2	ENSG00000168517	ENST00000585340
HEXIM2	ENSG00000168517	ENST00000592695
HEXIM2	ENSG00000168517	ENST00000586681
HEXIM2	ENSG00000168517	ENST00000591070
HEXIM2	ENSG00000168517	ENST00000307275
HEXIM2	ENSG00000168517	ENST00000593138
HEXIM2	ENSG00000168517	ENST00000589230
HEXIM2	ENSG00000168517	ENST00000591576
HEY1	ENSG00000164683	ENST00000674418
HEY1	ENSG00000164683	ENST00000354724
HEY1	ENSG00000164683	ENST00000674177
HEY1	ENSG00000164683	ENST00000523976
HEY1	ENSG00000164683	ENST00000337919
HEY1	ENSG00000164683	ENST00000518733
HEY1	ENSG00000164683	ENST00000674160
HEY1	ENSG00000164683	ENST00000674358
HEY2	ENSG00000135547	ENST00000368365
HEY2	ENSG00000135547	ENST00000368364
HEYL	ENSG00000163909	ENST00000372852
HFE	ENSG00000010704	ENST00000485729
HFE	ENSG00000010704	ENST00000349999
HFE	ENSG00000010704	ENST00000397022
HFE	ENSG00000010704	ENST00000470149
HFE	ENSG00000010704	ENST00000461397
HFE	ENSG00000010704	ENST00000336625
HFE	ENSG00000010704	ENST00000357618
HFE	ENSG00000010704	ENST00000309234
HFE	ENSG00000010704	ENST00000488199
HFE	ENSG00000010704	ENST00000352392
HFE	ENSG00000010704	ENST00000353147
HFE	ENSG00000010704	ENST00000317896
HFM1	ENSG00000162669	ENST00000455133
HFM1	ENSG00000162669	ENST00000427444
HGD	ENSG00000113924	ENST00000283871
HGD	ENSG00000113924	ENST00000492108
HGD	ENSG00000113924	ENST00000475447
HGD	ENSG00000113924	ENST00000476082
HGF	ENSG00000019991	ENST00000444829
HGF	ENSG00000019991	ENST00000457544
HGF	ENSG00000019991	ENST00000412881
HGF	ENSG00000019991	ENST00000421558
HGF	ENSG00000019991	ENST00000453411
HGF	ENSG00000019991	ENST00000354224
HGF	ENSG00000019991	ENST00000643024
HGF	ENSG00000019991	ENST00000465234
HGFAC	ENSG00000109758	ENST00000511533
HGH1	ENSG00000235173	ENST00000347708
HGH1	ENSG00000235173	ENST00000533266
HGS	ENSG00000185359	ENST00000677209
HGS	ENSG00000185359	ENST00000676721
HGS	ENSG00000185359	ENST00000676729
HGS	ENSG00000185359	ENST00000677044
HGS	ENSG00000185359	ENST00000678428
HGS	ENSG00000185359	ENST00000678142
HGS	ENSG00000185359	ENST00000678866
HGS	ENSG00000185359	ENST00000678907
HGS	ENSG00000185359	ENST00000677188
HGS	ENSG00000185359	ENST00000677109
HGS	ENSG00000185359	ENST00000678096
HGS	ENSG00000185359	ENST00000572392
HGS	ENSG00000185359	ENST00000329138
HGS	ENSG00000185359	ENST00000577012
HGS	ENSG00000185359	ENST00000571518
HGS	ENSG00000185359	ENST00000679170
HGS	ENSG00000185359	ENST00000679275
HGS	ENSG00000185359	ENST00000677463
HGS	ENSG00000185359	ENST00000677663
HGS	ENSG00000185359	ENST00000679168
HGS	ENSG00000185359	ENST00000677484
HGS	ENSG00000185359	ENST00000677243
HGS	ENSG00000185359	ENST00000676478
HGS	ENSG00000185359	ENST00000678607
HGS	ENSG00000185359	ENST00000677161
HGS	ENSG00000185359	ENST00000677466
HGS	ENSG00000185359	ENST00000679191
HGS	ENSG00000185359	ENST00000676462
HGS	ENSG00000185359	ENST00000677012
HGS	ENSG00000185359	ENST00000677390
HGS	ENSG00000185359	ENST00000678105
HGS	ENSG00000185359	ENST00000677872
HGS	ENSG00000185359	ENST00000575078
HGS	ENSG00000185359	ENST00000677225
HGS	ENSG00000185359	ENST00000679340
HGS	ENSG00000185359	ENST00000676704
HGS	ENSG00000185359	ENST00000676546
HGS	ENSG00000185359	ENST00000573320
HGS	ENSG00000185359	ENST00000678196
HGS	ENSG00000185359	ENST00000679036
HGS	ENSG00000185359	ENST00000679336
HGS	ENSG00000185359	ENST00000678893
HGSNAT	ENSG00000165102	ENST00000379644
HGSNAT	ENSG00000165102	ENST00000520704
HGSNAT	ENSG00000165102	ENST00000521576
HGSNAT	ENSG00000165102	ENST00000517319
HHAT	ENSG00000054392	ENST00000426968
HHAT	ENSG00000054392	ENST00000413764
HHAT	ENSG00000054392	ENST00000261458
HHAT	ENSG00000054392	ENST00000537898
HHAT	ENSG00000054392	ENST00000367010
HHAT	ENSG00000054392	ENST00000545781
HHAT	ENSG00000054392	ENST00000545154
HHAT	ENSG00000054392	ENST00000367009
HHATL	ENSG00000010282	ENST00000441594
HHATL	ENSG00000010282	ENST00000417472
HHATL	ENSG00000010282	ENST00000457462
HHEX	ENSG00000152804	ENST00000472590
HHEX	ENSG00000152804	ENST00000282728
HHEX	ENSG00000152804	ENST00000492654
HHIP	ENSG00000164161	ENST00000296575
HHIP	ENSG00000164161	ENST00000434550
HHIPL1	ENSG00000182218	ENST00000330710
HHIPL1	ENSG00000182218	ENST00000357223
HHIPL2	ENSG00000143512	ENST00000343410
HHLA1	ENSG00000132297	ENST00000414222
HHLA1	ENSG00000132297	ENST00000673615
HHLA2	ENSG00000114455	ENST00000467282
HHLA2	ENSG00000114455	ENST00000467562
HHLA2	ENSG00000114455	ENST00000491820
HHLA2	ENSG00000114455	ENST00000489514
HHLA2	ENSG00000114455	ENST00000467761
HIBADH	ENSG00000106049	ENST00000265395
HIBADH	ENSG00000106049	ENST00000428288
HIBCH	ENSG00000198130	ENST00000410045
HIBCH	ENSG00000198130	ENST00000416732
HIBCH	ENSG00000198130	ENST00000399855
HIBCH	ENSG00000198130	ENST00000409820
HIBCH	ENSG00000198130	ENST00000359678
HIBCH	ENSG00000198130	ENST00000409934
HIC1	ENSG00000177374	ENST00000571875
HIC1	ENSG00000177374	ENST00000576444
HIC1	ENSG00000177374	ENST00000619757
HIC2	ENSG00000169635	ENST00000407598
HIC2	ENSG00000169635	ENST00000443632
HIC2	ENSG00000169635	ENST00000407464
HID1	ENSG00000167861	ENST00000425042
HID1	ENSG00000167861	ENST00000581676
HID1	ENSG00000167861	ENST00000534480
HIF1A	ENSG00000100644	ENST00000539097
HIF1A	ENSG00000100644	ENST00000337138
HIF1A	ENSG00000100644	ENST00000323441
HIF1A	ENSG00000100644	ENST00000394997
HIF1AN	ENSG00000166135	ENST00000299163
HIF1AN	ENSG00000166135	ENST00000533589
HIF3A	ENSG00000124440	ENST00000600879
HIF3A	ENSG00000124440	ENST00000528563
HIF3A	ENSG00000124440	ENST00000526506
HIF3A	ENSG00000124440	ENST00000244303
HIF3A	ENSG00000124440	ENST00000472815
HIF3A	ENSG00000124440	ENST00000533145
HIF3A	ENSG00000124440	ENST00000533789
HIF3A	ENSG00000124440	ENST00000300862
HIF3A	ENSG00000124440	ENST00000377670
HIF3A	ENSG00000124440	ENST00000600383
HIGD1A	ENSG00000181061	ENST00000452906
HIGD1A	ENSG00000181061	ENST00000321331
HIGD1A	ENSG00000181061	ENST00000430190
HIGD1A	ENSG00000181061	ENST00000418900
HIGD1B	ENSG00000131097	ENST00000586911
HIGD1B	ENSG00000131097	ENST00000587021
HIGD1B	ENSG00000131097	ENST00000253410
HIGD1B	ENSG00000131097	ENST00000591513
HIGD1C	ENSG00000214511	ENST00000398455
HIGD1C	ENSG00000214511	ENST00000695931
HIGD2A	ENSG00000146066	ENST00000274787
HIGD2B	ENSG00000175202	ENST00000311755
HIKESHI	ENSG00000149196	ENST00000533986
HIKESHI	ENSG00000149196	ENST00000528004
HIKESHI	ENSG00000149196	ENST00000278483
HILPDA	ENSG00000135245	ENST00000435296
HILPDA	ENSG00000135245	ENST00000257696
HINFP	ENSG00000172273	ENST00000530678
HINFP	ENSG00000172273	ENST00000529988
HINT1	ENSG00000169567	ENST00000508488
HINT1	ENSG00000169567	ENST00000675372
HINT1	ENSG00000169567	ENST00000513012
HINT1	ENSG00000169567	ENST00000511475
HINT1	ENSG00000169567	ENST00000508495
HINT1	ENSG00000169567	ENST00000504202
HINT1	ENSG00000169567	ENST00000506908
HINT1	ENSG00000169567	ENST00000675100
HINT1	ENSG00000169567	ENST00000304043
HINT1	ENSG00000169567	ENST00000513345
HINT1	ENSG00000169567	ENST00000520028
HINT1	ENSG00000169567	ENST00000675491
HINT2	ENSG00000137133	ENST00000259667
HINT3	ENSG00000111911	ENST00000229633
HIP1	ENSG00000127946	ENST00000420909
HIP1	ENSG00000127946	ENST00000434438
HIP1	ENSG00000127946	ENST00000616821
HIP1R	ENSG00000130787	ENST00000253083
HIP1R	ENSG00000130787	ENST00000535012
HIPK1	ENSG00000163349	ENST00000340480
HIPK1	ENSG00000163349	ENST00000514621
HIPK1	ENSG00000163349	ENST00000426820
HIPK1	ENSG00000163349	ENST00000369553
HIPK1	ENSG00000163349	ENST00000369555
HIPK1	ENSG00000163349	ENST00000369561
HIPK1	ENSG00000163349	ENST00000626993
HIPK1	ENSG00000163349	ENST00000369559
HIPK1	ENSG00000163349	ENST00000369558
HIPK2	ENSG00000064393	ENST00000406875
HIPK2	ENSG00000064393	ENST00000342645
HIPK2	ENSG00000064393	ENST00000428878
HIPK3	ENSG00000110422	ENST00000456517
HIPK3	ENSG00000110422	ENST00000531504
HIPK3	ENSG00000110422	ENST00000303296
HIPK4	ENSG00000160396	ENST00000291823
HIRA	ENSG00000100084	ENST00000263208
HIRA	ENSG00000100084	ENST00000340170
HIRA	ENSG00000100084	ENST00000452818
HIRIP3	ENSG00000149929	ENST00000279392
HIRIP3	ENSG00000149929	ENST00000564026
HIVEP1	ENSG00000095951	ENST00000487103
HIVEP1	ENSG00000095951	ENST00000379388
HIVEP1	ENSG00000095951	ENST00000541134
HIVEP1	ENSG00000095951	ENST00000399469
HIVEP1	ENSG00000095951	ENST00000478545
HIVEP2	ENSG00000010818	ENST00000367603
HIVEP2	ENSG00000010818	ENST00000012134
HIVEP2	ENSG00000010818	ENST00000367604
HIVEP3	ENSG00000127124	ENST00000643665
HIVEP3	ENSG00000127124	ENST00000372584
HIVEP3	ENSG00000127124	ENST00000372583
HJURP	ENSG00000123485	ENST00000433484
HJURP	ENSG00000123485	ENST00000432087
HJURP	ENSG00000123485	ENST00000411486
HJURP	ENSG00000123485	ENST00000414924
HJURP	ENSG00000123485	ENST00000441687
HJV	ENSG00000168509	ENST00000421822
HJV	ENSG00000168509	ENST00000636675
HJV	ENSG00000168509	ENST00000336751
HJV	ENSG00000168509	ENST00000497365
HJV	ENSG00000168509	ENST00000357836
HJV	ENSG00000168509	ENST00000634927
HK1	ENSG00000156515	ENST00000464803
HK1	ENSG00000156515	ENST00000421088
HK1	ENSG00000156515	ENST00000360289
HK1	ENSG00000156515	ENST00000643399
HK1	ENSG00000156515	ENST00000436817
HK1	ENSG00000156515	ENST00000448642
HK1	ENSG00000156515	ENST00000359426
HK2	ENSG00000159399	ENST00000409174
HK2	ENSG00000159399	ENST00000290573
HK3	ENSG00000160883	ENST00000292432
HK3	ENSG00000160883	ENST00000509717
HK3	ENSG00000160883	ENST00000504910
HKDC1	ENSG00000156510	ENST00000354624
HLA-A	ENSG00000206503	ENST00000376806
HLA-A	ENSG00000206503	ENST00000396634
HLA-A	ENSG00000206503	ENST00000376802
HLA-A	ENSG00000206503	ENST00000376809
HLA-B	ENSG00000234745	ENST00000696561
HLA-B	ENSG00000234745	ENST00000696560
HLA-B	ENSG00000234745	ENST00000696562
HLA-B	ENSG00000234745	ENST00000696558
HLA-B	ENSG00000234745	ENST00000696559
HLA-B	ENSG00000234745	ENST00000412585
HLA-C	ENSG00000204525	ENST00000376228
HLA-C	ENSG00000204525	ENST00000376237
HLA-C	ENSG00000204525	ENST00000383329
HLA-DMA	ENSG00000204257	ENST00000374843
HLA-DMA	ENSG00000204257	ENST00000395305
HLA-DMA	ENSG00000204257	ENST00000395303
HLA-DMB	ENSG00000242574	ENST00000414017
HLA-DMB	ENSG00000242574	ENST00000438510
HLA-DMB	ENSG00000242574	ENST00000418107
HLA-DOA	ENSG00000204252	ENST00000374813
HLA-DOB	ENSG00000241106	ENST00000438763
HLA-DOB	ENSG00000241106	ENST00000488325
HLA-DOB	ENSG00000241106	ENST00000648009
HLA-DPA1	ENSG00000231389	ENST00000692443
HLA-DPA1	ENSG00000231389	ENST00000419277
HLA-DPA1	ENSG00000231389	ENST00000437811
HLA-DPB1	ENSG00000223865	ENST00000416804
HLA-DPB1	ENSG00000223865	ENST00000418931
HLA-DQA1	ENSG00000196735	ENST00000496318
HLA-DQA1	ENSG00000196735	ENST00000422863
HLA-DQA1	ENSG00000196735	ENST00000343139
HLA-DQA1	ENSG00000196735	ENST00000482745
HLA-DQA2	ENSG00000237541	ENST00000374940
HLA-DQB1	ENSG00000179344	ENST00000484729
HLA-DQB1	ENSG00000179344	ENST00000434651
HLA-DQB1	ENSG00000179344	ENST00000399079
HLA-DQB1	ENSG00000179344	ENST00000374943
HLA-DQB1	ENSG00000179344	ENST00000399082
HLA-DQB1	ENSG00000179344	ENST00000399084
HLA-DQB2	ENSG00000232629	ENST00000411527
HLA-DQB2	ENSG00000232629	ENST00000435145
HLA-DQB2	ENSG00000232629	ENST00000427449
HLA-DQB2	ENSG00000232629	ENST00000437316
HLA-DRA	ENSG00000204287	ENST00000374982
HLA-DRA	ENSG00000204287	ENST00000395388
HLA-DRB1	ENSG00000196126	ENST00000696610
HLA-DRB1	ENSG00000196126	ENST00000360004
HLA-DRB5	ENSG00000198502	ENST00000374975
HLA-E	ENSG00000204592	ENST00000376630
HLA-F	ENSG00000204642	ENST00000465459
HLA-F	ENSG00000204642	ENST00000434407
HLA-F	ENSG00000204642	ENST00000376861
HLA-F	ENSG00000204642	ENST00000444621
HLA-F	ENSG00000204642	ENST00000259951
HLA-F	ENSG00000204642	ENST00000334668
HLA-F	ENSG00000204642	ENST00000475996
HLA-G	ENSG00000204632	ENST00000376815
HLA-G	ENSG00000204632	ENST00000376828
HLA-G	ENSG00000204632	ENST00000376818
HLA-G	ENSG00000204632	ENST00000360323
HLA-G	ENSG00000204632	ENST00000478519
HLCS	ENSG00000159267	ENST00000674895
HLCS	ENSG00000159267	ENST00000675307
HLCS	ENSG00000159267	ENST00000427746
HLCS	ENSG00000159267	ENST00000448340
HLCS	ENSG00000159267	ENST00000675057
HLCS	ENSG00000159267	ENST00000612277
HLF	ENSG00000108924	ENST00000573945
HLF	ENSG00000108924	ENST00000430986
HLF	ENSG00000108924	ENST00000572002
HLF	ENSG00000108924	ENST00000575345
HLF	ENSG00000108924	ENST00000226067
HLF	ENSG00000108924	ENST00000570962
HLTF	ENSG00000071794	ENST00000465259
HLTF	ENSG00000071794	ENST00000310053
HLTF	ENSG00000071794	ENST00000494055
HLTF	ENSG00000071794	ENST00000392912
HLX	ENSG00000136630	ENST00000366903
HM13	ENSG00000101294	ENST00000619859
HM13	ENSG00000101294	ENST00000650367
HM13	ENSG00000101294	ENST00000649820
HM13	ENSG00000101294	ENST00000344042
HM13	ENSG00000101294	ENST00000498035
HM13	ENSG00000101294	ENST00000466766
HM13	ENSG00000101294	ENST00000649374
HM13	ENSG00000101294	ENST00000398174
HM13	ENSG00000101294	ENST00000335574
HM13	ENSG00000101294	ENST00000674240
HMBOX1	ENSG00000147421	ENST00000521516
HMBOX1	ENSG00000147421	ENST00000287701
HMBOX1	ENSG00000147421	ENST00000560599
HMBOX1	ENSG00000147421	ENST00000558662
HMBOX1	ENSG00000147421	ENST00000519662
HMBOX1	ENSG00000147421	ENST00000524238
HMBOX1	ENSG00000147421	ENST00000355231
HMBOX1	ENSG00000147421	ENST00000522468
HMBOX1	ENSG00000147421	ENST00000519047
HMBS	ENSG00000256269	ENST00000648488
HMBS	ENSG00000256269	ENST00000648026
HMBS	ENSG00000256269	ENST00000535793
HMBS	ENSG00000256269	ENST00000536813
HMBS	ENSG00000256269	ENST00000650101
HMBS	ENSG00000256269	ENST00000546302
HMBS	ENSG00000256269	ENST00000640813
HMBS	ENSG00000256269	ENST00000649868
HMBS	ENSG00000256269	ENST00000392841
HMBS	ENSG00000256269	ENST00000535253
HMBS	ENSG00000256269	ENST00000686218
HMBS	ENSG00000256269	ENST00000648374
HMBS	ENSG00000256269	ENST00000652429
HMBS	ENSG00000256269	ENST00000543090
HMBS	ENSG00000256269	ENST00000442944
HMBS	ENSG00000256269	ENST00000537841
HMBS	ENSG00000256269	ENST00000542822
HMCES	ENSG00000183624	ENST00000509551
HMCES	ENSG00000183624	ENST00000417226
HMCES	ENSG00000183624	ENST00000502878
HMCES	ENSG00000183624	ENST00000389735
HMCN1	ENSG00000143341	ENST00000271588
HMCN2	ENSG00000148357	ENST00000624552
HMCN2	ENSG00000148357	ENST00000611173
HMCN2	ENSG00000148357	ENST00000683500
HMCN2	ENSG00000148357	ENST00000487727
HMG20A	ENSG00000140382	ENST00000560498
HMG20A	ENSG00000140382	ENST00000560867
HMG20A	ENSG00000140382	ENST00000559099
HMG20A	ENSG00000140382	ENST00000558176
HMG20B	ENSG00000064961	ENST00000333651
HMG20B	ENSG00000064961	ENST00000262949
HMG20B	ENSG00000064961	ENST00000416526
HMGA1	ENSG00000137309	ENST00000674029
HMGA1	ENSG00000137309	ENST00000447654
HMGA1	ENSG00000137309	ENST00000401473
HMGA1	ENSG00000137309	ENST00000311487
HMGA1	ENSG00000137309	ENST00000374116
HMGA2	ENSG00000149948	ENST00000393578
HMGA2	ENSG00000149948	ENST00000537429
HMGA2	ENSG00000149948	ENST00000541363
HMGA2	ENSG00000149948	ENST00000539662
HMGA2	ENSG00000149948	ENST00000393577
HMGA2	ENSG00000149948	ENST00000403681
HMGA2	ENSG00000149948	ENST00000425208
HMGA2	ENSG00000149948	ENST00000536545
HMGA2	ENSG00000149948	ENST00000537275
HMGA2	ENSG00000149948	ENST00000354636
HMGB1	ENSG00000189403	ENST00000341423
HMGB1	ENSG00000189403	ENST00000405805
HMGB1	ENSG00000189403	ENST00000339872
HMGB1	ENSG00000189403	ENST00000326004
HMGB1	ENSG00000189403	ENST00000399494
HMGB1	ENSG00000189403	ENST00000399489
HMGB1P1	ENSG00000124097	ENST00000522557
HMGB2	ENSG00000164104	ENST00000446922
HMGB2	ENSG00000164104	ENST00000506267
HMGB2	ENSG00000164104	ENST00000296503
HMGB3	ENSG00000029993	ENST00000325307
HMGB3	ENSG00000029993	ENST00000430118
HMGB4	ENSG00000176256	ENST00000519684
HMGB4	ENSG00000176256	ENST00000681531
HMGB4	ENSG00000176256	ENST00000522796
HMGCL	ENSG00000117305	ENST00000374490
HMGCL	ENSG00000117305	ENST00000235958
HMGCL	ENSG00000117305	ENST00000436439
HMGCLL1	ENSG00000146151	ENST00000308161
HMGCLL1	ENSG00000146151	ENST00000274901
HMGCLL1	ENSG00000146151	ENST00000508459
HMGCLL1	ENSG00000146151	ENST00000370852
HMGCLL1	ENSG00000146151	ENST00000370850
HMGCLL1	ENSG00000146151	ENST00000398661
HMGCLL1	ENSG00000146151	ENST00000515546
HMGCLL1	ENSG00000146151	ENST00000428842
HMGCR	ENSG00000113161	ENST00000509085
HMGCR	ENSG00000113161	ENST00000287936
HMGCR	ENSG00000113161	ENST00000681567
HMGCR	ENSG00000113161	ENST00000442032
HMGCR	ENSG00000113161	ENST00000511986
HMGCR	ENSG00000113161	ENST00000680160
HMGCR	ENSG00000113161	ENST00000681271
HMGCR	ENSG00000113161	ENST00000681410
HMGCR	ENSG00000113161	ENST00000511206
HMGCR	ENSG00000113161	ENST00000680940
HMGCS1	ENSG00000112972	ENST00000511774
HMGCS1	ENSG00000112972	ENST00000325110
HMGCS2	ENSG00000134240	ENST00000544913
HMGCS2	ENSG00000134240	ENST00000369406
HMGN1	ENSG00000205581	ENST00000443046
HMGN1	ENSG00000205581	ENST00000436324
HMGN1	ENSG00000205581	ENST00000419378
HMGN1	ENSG00000205581	ENST00000380749
HMGN1	ENSG00000205581	ENST00000380748
HMGN1	ENSG00000205581	ENST00000380747
HMGN1	ENSG00000205581	ENST00000431390
HMGN1	ENSG00000205581	ENST00000652622
HMGN1	ENSG00000205581	ENST00000288344
HMGN2	ENSG00000198830	ENST00000361427
HMGN2	ENSG00000198830	ENST00000619352
HMGN3	ENSG00000118418	ENST00000275036
HMGN3	ENSG00000118418	ENST00000344726
HMGN3	ENSG00000118418	ENST00000620514
HMGN4	ENSG00000182952	ENST00000377575
HMGN5	ENSG00000198157	ENST00000447319
HMGXB3	ENSG00000113716	ENST00000502717
HMGXB3	ENSG00000113716	ENST00000613459
HMGXB3	ENSG00000113716	ENST00000514469
HMGXB3	ENSG00000113716	ENST00000503427
HMGXB4	ENSG00000100281	ENST00000455359
HMGXB4	ENSG00000100281	ENST00000420166
HMHB1	ENSG00000158497	ENST00000289448
HMMR	ENSG00000072571	ENST00000353866
HMMR	ENSG00000072571	ENST00000432118
HMMR	ENSG00000072571	ENST00000393915
HMMR	ENSG00000072571	ENST00000520345
HMOX1	ENSG00000100292	ENST00000412893
HMOX1	ENSG00000100292	ENST00000216117
HMOX1	ENSG00000100292	ENST00000679074
HMOX1	ENSG00000100292	ENST00000678411
HMOX1	ENSG00000100292	ENST00000481190
HMOX2	ENSG00000103415	ENST00000575051
HMOX2	ENSG00000103415	ENST00000575120
HMOX2	ENSG00000103415	ENST00000619528
HMOX2	ENSG00000103415	ENST00000458134
HMOX2	ENSG00000103415	ENST00000572812
HMOX2	ENSG00000103415	ENST00000414777
HMOX2	ENSG00000103415	ENST00000574466
HMOX2	ENSG00000103415	ENST00000219700
HMOX2	ENSG00000103415	ENST00000570622
HMOX2	ENSG00000103415	ENST00000575129
HMOX2	ENSG00000103415	ENST00000398595
HMSD	ENSG00000221887	ENST00000408945
HMX1	ENSG00000215612	ENST00000506970
HMX1	ENSG00000215612	ENST00000400677
HMX2	ENSG00000188816	ENST00000339992
HMX3	ENSG00000188620	ENST00000357878
HNF1A	ENSG00000135100	ENST00000538646
HNF1A	ENSG00000135100	ENST00000541395
HNF1A	ENSG00000135100	ENST00000560968
HNF1A	ENSG00000135100	ENST00000541924
HNF1A	ENSG00000135100	ENST00000544413
HNF1A	ENSG00000135100	ENST00000544574
HNF1A	ENSG00000135100	ENST00000540108
HNF1A	ENSG00000135100	ENST00000400024
HNF1A	ENSG00000135100	ENST00000257555
HNF1B	ENSG00000275410	ENST00000614313
HNF1B	ENSG00000275410	ENST00000613727
HNF1B	ENSG00000275410	ENST00000621123
HNF1B	ENSG00000275410	ENST00000617811
HNF4A	ENSG00000101076	ENST00000609262
HNF4A	ENSG00000101076	ENST00000316673
HNF4A	ENSG00000101076	ENST00000443598
HNF4A	ENSG00000101076	ENST00000681977
HNF4A	ENSG00000101076	ENST00000415691
HNF4A	ENSG00000101076	ENST00000372920
HNF4A	ENSG00000101076	ENST00000619550
HNF4A	ENSG00000101076	ENST00000682169
HNF4A	ENSG00000101076	ENST00000684136
HNF4A	ENSG00000101076	ENST00000684046
HNF4A	ENSG00000101076	ENST00000457232
HNF4A	ENSG00000101076	ENST00000609795
HNF4A	ENSG00000101076	ENST00000682427
HNF4G	ENSG00000164749	ENST00000396423
HNF4G	ENSG00000164749	ENST00000354370
HNF4G	ENSG00000164749	ENST00000674002
HNMT	ENSG00000150540	ENST00000329366
HNMT	ENSG00000150540	ENST00000410115
HNMT	ENSG00000150540	ENST00000475675
HNMT	ENSG00000150540	ENST00000280096
HNMT	ENSG00000150540	ENST00000280097
HNRNPA0	ENSG00000177733	ENST00000314940
HNRNPA1	ENSG00000135486	ENST00000678456
HNRNPA1	ENSG00000135486	ENST00000676794
HNRNPA1	ENSG00000135486	ENST00000679101
HNRNPA1	ENSG00000135486	ENST00000676661
HNRNPA1	ENSG00000135486	ENST00000340913
HNRNPA1	ENSG00000135486	ENST00000679026
HNRNPA1	ENSG00000135486	ENST00000551702
HNRNPA1	ENSG00000135486	ENST00000678412
HNRNPA1	ENSG00000135486	ENST00000677249
HNRNPA1	ENSG00000135486	ENST00000679344
HNRNPA1	ENSG00000135486	ENST00000547566
HNRNPA1	ENSG00000135486	ENST00000678212
HNRNPA1	ENSG00000135486	ENST00000677220
HNRNPA1	ENSG00000135486	ENST00000678199
HNRNPA1	ENSG00000135486	ENST00000330752
HNRNPA1	ENSG00000135486	ENST00000677385
HNRNPA1	ENSG00000135486	ENST00000677061
HNRNPA1	ENSG00000135486	ENST00000678077
HNRNPA1	ENSG00000135486	ENST00000677072
HNRNPA1	ENSG00000135486	ENST00000676925
HNRNPA1	ENSG00000135486	ENST00000677539
HNRNPA1	ENSG00000135486	ENST00000679079
HNRNPA1	ENSG00000135486	ENST00000678970
HNRNPA1	ENSG00000135486	ENST00000548688
HNRNPA1	ENSG00000135486	ENST00000677840
HNRNPA1	ENSG00000135486	ENST00000678690
HNRNPA1	ENSG00000135486	ENST00000547708
HNRNPA1	ENSG00000135486	ENST00000676842
HNRNPA1	ENSG00000135486	ENST00000678448
